Position_z,Position_y,Position_x,Velocity_z,Velocity_y,Velocity_x,Velocity_length,skip
20,12,72,6.756574,-0.495748,-2.235811,7.134136887,0
22,12,72,4.32043,0.351994,-2.825079,5.174078325,1
24,12,72,2.513042,0.700749,-2.065781,3.32774404,2
26,12,72,1.5955,0.35079,-0.607519,1.742915147,3
28,12,72,1.217409,0.046706,-0.670447,1.390598901,0
0,14,72,-0.781238,-0.010649,-0.601375,0.985950356,1
2,14,72,-0.873217,0.269373,-0.626807,1.108132103,2
4,14,72,-1.126308,0.38028,-2.322123,2.608723407,3
6,14,72,-2.390768,-0.642649,-4.390555,5.040410953,0
8,14,72,-4.058056,-0.380346,-5.520831,6.862365227,1
10,14,72,-6.068286,2.854091,-5.525054,8.688852175,2
12,14,72,0,0,0,0,3
14,14,72,0,0,0,0,0
16,14,72,0,0,0,0,1
18,14,72,0,15.036635,2.081632,15.180039,2
20,14,72,6.063894,0.070039,-6.09182,8.595695831,3
22,14,72,4.056694,-0.657976,-5.089068,6.541277531,0
24,14,72,2.390096,-0.123268,-3.657184,4.370669136,1
26,14,72,1.125824,0.473737,-0.673703,1.394912957,2
28,14,72,0.872733,0.108074,-0.605153,1.067498493,3
0,16,72,-0.580714,0.08442,-0.524592,0.787116416,0
2,16,72,-0.622506,0.273648,-0.573352,0.889454588,1
4,16,72,-0.67761,-0.593625,-1.783042,1.997694853,2
6,16,72,-1.80045,-1.657879,-4.561525,5.176648849,3
8,16,72,-3.302009,-1.515802,-6.721232,7.640410901,0
10,16,72,-5.119079,-0.652124,-8.713588,10.12703566,1
12,16,72,-2.323105,0,-3.718921,4.38488201,2
14,16,72,0,0,0,0,3
16,16,72,0,0,19.042667,19.042667,0
18,16,72,2.325129,7.949357,-9.684402,12.74308219,1
20,16,72,5.115884,-1.365356,-7.676709,9.325681057,2
22,16,72,3.30059,-1.699657,-5.614076,6.730570377,3
24,16,72,1.799703,-1.430439,-3.572286,4.248095325,0
26,16,72,0.677122,0.423192,-0.586151,0.990534536,1
28,16,72,0.622048,0.161461,-0.551162,0.846636238,2
0,18,72,-0.381064,0.100505,-0.493026,0.631177997,3
2,18,72,-0.432554,0.302266,-0.513647,0.736410849,0
4,18,72,-0.421854,-0.482761,-0.443919,0.779796806,1
6,18,72,-1.218147,-2.018629,-2.321066,3.308487952,2
8,18,72,-2.380826,-2.400046,-6.021668,6.90572507,3
10,18,72,-4.154781,-1.626831,-8.19904,9.334508085,0
12,18,72,-6.184566,6.843739,-11.090284,14.42497901,1
14,18,72,-4.04797,0,2.389862,4.700797964,2
16,18,72,4.050039,17.71228,-9.509712,20.50761568,3
18,18,72,6.183254,-0.198972,-9.470315,11.3119002,0
20,18,72,4.153318,-2.215041,-7.256119,8.649145622,1
22,18,72,2.3799,-2.307548,-4.659648,5.718480678,2
24,18,72,1.217548,-1.657569,-0.827464,2.216902071,3
26,18,72,0.421442,0.392807,-0.50344,0.765089885,0
28,18,72,0.432152,0.202125,-0.499003,0.690372262,1
0,20,72,-0.242368,0.109061,-0.444711,0.518077622,2
2,20,72,-0.27473,0.236862,-0.47201,0.595292886,3
4,20,72,-0.339757,0.277877,-0.47463,0.646470481,0
6,20,72,-0.680417,-0.781446,-0.457222,1.132553355,1
8,20,72,-1.385327,-2.55869,-0.825091,3.024367797,2
10,20,72,-2.671698,-2.144483,-3.628113,4.989988124,3
12,20,72,-3.653713,0.122131,-6.49889,7.456547854,0
14,20,72,-2.818044,17.231066,-9.57465,19.91293374,1
16,20,72,2.821784,4.480837,-8.600911,10.10029877,2
18,20,72,3.653147,-1.264874,-4.744432,6.120051,3
20,20,72,2.671036,-2.548451,-2.438365,4.424325902,0
22,20,72,1.384822,-2.248966,-0.481652,2.684691545,1
24,20,72,0.680084,0.011313,-0.463287,0.822968453,2
26,20,72,0.33942,0.282009,-0.46117,0.638288948,3
28,20,72,0.274371,0.16199,-0.457219,0.557287556,0
0,22,72,-0.172066,0.133049,-0.399943,0.455261626,1
2,22,72,-0.199417,0.198285,-0.424117,0.508880448,2
4,22,72,-0.254932,0.293329,-0.44901,0.593836852,3
6,22,72,-0.428707,0.393731,-0.459378,0.741513276,0
8,22,72,-0.739964,0.596683,-0.522411,1.084661503,1
10,22,72,-1.227082,-0.352402,-0.699688,1.455843639,2
12,22,72,-1.48122,0.285299,-1.197533,1.926004542,3
14,22,72,-1.073262,1.353092,-1.566169,2.331444749,0
16,22,72,1.074278,0.563279,-1.416508,1.864899828,1
18,22,72,1.481316,-0.095991,-0.919236,1.74599719,2
20,22,72,1.226872,-0.235858,-0.573689,1.37475924,3
22,22,72,0.739737,0.449511,-0.474958,0.987347998,0
24,22,72,0.428441,0.326921,-0.43393,0.691906262,1
26,22,72,0.254595,0.227286,-0.427942,0.547368153,2
28,22,72,0.199111,0.163307,-0.41353,0.487156471,3
0,24,72,-0.119403,0.150961,-0.361032,0.409133725,0
2,24,72,-0.14724,0.206223,-0.383867,0.45995806,1
4,24,72,-0.187632,0.263793,-0.402222,0.516309066,2
6,24,72,-0.277867,0.388858,-0.42675,0.64073097,3
8,24,72,-0.450195,0.600323,-0.475468,0.888331617,0
10,24,72,-0.625268,0.984007,-0.569091,1.297341287,1
12,24,72,-0.662383,1.594064,-0.708844,1.866079069,2
14,24,72,-0.316071,1.987875,-0.814682,2.171463712,3
16,24,72,0.316463,1.847098,-0.772824,2.027110453,0
18,24,72,0.66251,1.279467,-0.629462,1.572316035,1
20,24,72,0.625188,0.750147,-0.508843,1.101136574,2
22,24,72,0.449997,0.468075,-0.437152,0.782747326,3
24,24,72,0.277595,0.29919,-0.401701,0.57265813,0
26,24,72,0.187345,0.223367,-0.387707,0.485085233,1
28,24,72,0.147008,0.178196,-0.368907,0.435267207,2
0,26,72,-0.066162,0.17109,-0.32114,0.369837935,3
2,26,72,-0.089031,0.226841,-0.339803,0.418150017,0
4,26,72,-0.137993,0.2868,-0.358338,0.479272814,1
6,26,72,-0.176383,0.35712,-0.378133,0.549208724,2
8,26,72,-0.265271,0.516509,-0.40185,0.706139981,3
10,26,72,-0.335769,0.74088,-0.453985,0.931529053,0
12,26,72,-0.312348,1.00772,-0.518001,1.175323746,1
14,26,72,-0.134961,1.189843,-0.557521,1.320897612,2
16,26,72,0.135095,1.12024,-0.542868,1.252155734,3
18,26,72,0.312374,0.868179,-0.485816,1.042750918,0
20,26,72,0.335673,0.611387,-0.424386,0.816439773,1
22,26,72,0.265108,0.422775,-0.385957,0.630859539,2
24,26,72,0.176176,0.305074,-0.360686,0.504185005,3
26,26,72,0.137791,0.251825,-0.347813,0.450972364,0
28,26,72,0.088865,0.19375,-0.330018,0.392871393,1
0,28,72,-0.014985,0.195012,-0.285037,0.345688186,2
2,28,72,-0.037809,0.24513,-0.30117,0.390155874,3
4,28,72,-0.078165,0.30758,-0.317094,0.448624373,0
6,28,72,-0.112198,0.372848,-0.332573,0.512063299,1
8,28,72,-0.139894,0.455017,-0.346989,0.589077387,2
10,28,72,-0.164821,0.599081,-0.367488,0.721880486,3
12,28,72,-0.14596,0.756852,-0.391799,0.864659313,0
14,28,72,-0.059805,0.84832,-0.406749,0.942692001,1
16,28,72,0.059851,0.815653,-0.402135,0.911364097,2
18,28,72,0.145966,0.682125,-0.381946,0.795288209,3
20,28,72,0.164775,0.523593,-0.357731,0.655188445,0
22,28,72,0.139802,0.402855,-0.336467,0.543182099,1
24,28,72,0.112086,0.334171,-0.323828,0.478641935,2
26,28,72,0.078056,0.273983,-0.308195,0.419694629,3
28,28,72,0.037709,0.219444,-0.293973,0.368778745,0
0,0,74,-1.506449,0.763761,-0.663566,1.814673329,1
2,0,74,-1.474767,0.836868,-0.285541,1.719540467,2
4,0,74,-1.328541,0.906218,0.048445,1.608912418,3
6,0,74,-1.11867,0.956629,0.367445,1.517095066,0
8,0,74,-0.862262,0.975951,0.585303,1.427779995,1
10,0,74,-0.575196,0.996337,0.676931,1.334830864,2
12,0,74,-0.310722,1.011951,0.650029,1.242228115,3
14,0,74,-0.106715,1.0613,0.650329,1.249269222,0
16,0,74,0.106469,1.030441,0.639116,1.217215496,1
18,0,74,0.31046,0.986687,0.66332,1.228792118,2
20,0,74,0.574929,0.98579,0.652599,1.314614291,3
22,0,74,0.861991,0.970012,0.500261,1.390759804,0
24,0,74,1.118391,0.942874,0.220358,1.479313171,1
26,0,74,1.328276,0.881493,-0.10857,1.597853087,2
28,0,74,1.474519,0.798257,-0.462179,1.739261322,3
0,2,74,-1.441421,0.649213,-0.742888,1.746726824,0
2,2,74,-1.405995,0.715537,-0.430199,1.635202225,1
4,2,74,-1.275038,0.77827,-0.153798,1.501692352,2
6,2,74,-1.083824,0.813225,0.077535,1.357210757,3
8,2,74,-0.83023,0.857707,0.221934,1.214165496,0
10,2,74,-0.536545,0.911319,0.261767,1.089451614,1
12,2,74,-0.274681,0.964719,0.243121,1.032104753,2
14,2,74,-0.06994,1.014346,0.232142,1.042918654,3
16,2,74,0.069774,1.009949,0.217085,1.035370123,0
18,2,74,0.274509,0.956836,0.236613,1.023169602,1
20,2,74,0.536351,0.886702,0.247322,1.065401804,2
22,2,74,0.830011,0.83389,0.157903,1.187107472,3
24,2,74,1.08357,0.793223,-0.033483,1.343297355,0
26,2,74,1.274766,0.748402,-0.282712,1.505011622,1
28,2,74,1.40572,0.682927,-0.5764,1.665735563,2
0,4,74,-1.390764,0.421136,-0.759629,1.639700049,3
2,4,74,-1.354461,0.465357,-0.517382,1.522762579,0
4,4,74,-1.258933,0.479828,-0.24642,1.369624045,1
6,4,74,-1.099771,0.444222,0.004437,1.186106709,2
8,4,74,-0.827033,0.414377,0.110026,0.931556548,3
10,4,74,-0.475757,0.452705,-0.005121,0.656744063,0
12,4,74,-0.156847,0.56807,-0.217867,0.628307676,1
14,4,74,-0.024052,0.643312,-0.317136,0.717637841,2
16,4,74,0.023958,0.628675,-0.295937,0.695258908,3
18,4,74,0.156746,0.526101,-0.126366,0.56331158,0
20,4,74,0.475641,0.432222,0.0697,0.64645828,1
22,4,74,0.826882,0.430739,0.071197,0.935060929,2
24,4,74,1.099561,0.466952,-0.120826,1.200698749,3
26,4,74,1.258639,0.477718,-0.376357,1.397866664,0
28,4,74,1.354151,0.440558,-0.640222,1.561313707,1
0,6,74,-1.333863,0.203763,-0.735131,1.53659606,2
2,6,74,-1.329425,0.23576,-0.499206,1.439499996,3
4,6,74,-1.326207,0.173242,-0.188714,1.350722315,0
6,6,74,-1.236159,0.019481,0.1855,1.250151524,1
8,6,74,-0.934848,-0.147223,0.434605,1.041391809,2
10,6,74,-0.437402,-0.178416,0.214132,0.518657201,3
12,6,74,-0.043315,-0.084806,-0.369772,0.38183711,0
14,6,74,0.023798,-0.021859,-0.705905,0.706644203,1
16,6,74,-0.023828,-0.035468,-0.59587,0.597400041,2
18,6,74,0.043283,-0.130763,-0.07674,0.157675007,3
20,6,74,0.437362,-0.176347,0.3901,0.612014537,0
22,6,74,0.934736,-0.061669,0.335652,0.995086288,1
24,6,74,1.235956,0.112585,-0.014455,1.241157348,2
26,6,74,1.325919,0.21485,-0.34636,1.387150665,3
28,6,74,1.329072,0.225658,-0.632928,1.489278942,0
0,8,74,-1.263052,0.038344,-0.670522,1.430514023,1
2,8,74,-1.310243,0.082534,-0.441479,1.385082051,2
4,8,74,-1.435166,0.007494,-0.100902,1.438728196,3
6,8,74,-1.51317,-0.248635,0.455232,1.599605885,0
8,8,74,-1.289696,-0.656417,1.181143,1.86796623,1
10,8,74,-0.642435,-1.012871,1.281631,1.755337122,2
12,8,74,0.060127,-1.009325,-0.055105,1.01261482,3
14,8,74,0.112608,-0.90529,-0.93654,1.307416428,0
16,8,74,-0.11258,-0.939551,-0.626526,1.13488553,1
18,8,74,-0.060078,-1.050312,0.703643,1.265653244,2
20,8,74,0.642511,-0.855006,1.405141,1.765864342,3
22,8,74,1.289663,-0.427866,0.800951,1.577283257,0
24,8,74,1.512971,-0.086329,0.143926,1.522251174,1
26,8,74,1.434863,0.068116,-0.291891,1.465834907,2
28,8,74,1.309877,0.069412,-0.581442,1.434806809,3
0,10,74,-1.145062,-0.036688,-0.592579,1.289830556,0
2,10,74,-1.231736,0.067404,-0.429333,1.306156077,1
4,10,74,-1.496369,0.070013,-0.155774,1.506083511,2
6,10,74,-1.799622,-0.122576,0.362666,1.839888814,3
8,10,74,-1.922836,-0.664387,1.383326,2.460142108,0
10,10,74,-1.441023,-1.629954,2.958218,3.672104446,1
12,10,74,0.002259,-2.084396,3.910362,4.431212335,2
14,10,74,0.137995,-2.104169,7.184239,7.487313257,3
16,10,74,-0.137868,-2.09688,5.388344,5.783611707,0
18,10,74,-0.002065,-1.995275,3.622671,4.135803642,1
20,10,74,1.441249,-1.118945,2.149958,2.81985035,2
22,10,74,1.922838,-0.319896,0.789191,2.102965016,3
24,10,74,1.799415,0.017834,0.053721,1.800305068,0
26,10,74,1.496041,0.102954,-0.314652,1.532234995,1
28,10,74,1.231355,0.019854,-0.539426,1.344473773,2
0,12,74,-0.98629,-0.016025,-0.515142,1.112832442,3
2,12,74,-1.070321,0.139511,-0.477524,1.180287902,0
4,12,74,-1.4066,0.285036,-0.401952,1.490414201,1
6,12,74,-1.86568,0.336719,-0.136038,1.900696684,2
8,12,74,-2.427302,0.050887,-0.073571,2.42894981,3
10,12,74,-2.796552,-1.019702,0.414797,3.005420405,0
12,12,74,0.461266,1.683049,0,1.745113251,1
14,12,74,-0.467571,2.880928,0,2.918624467,2
16,12,74,0.46821,1.934646,0,1.990496358,3
18,12,74,-0.459395,-1.516816,8.260594,8.411253639,0
20,12,74,2.79604,-0.322357,-0.073387,2.815517602,1
22,12,74,2.427011,0.277918,-0.139952,2.446877065,2
24,12,74,1.865378,0.352227,-0.353928,1.931052555,3
26,12,74,1.406241,0.236029,-0.438174,1.491717096,0
28,12,74,1.06992,0.054635,-0.508396,1.185824727,1
0,14,74,-0.820338,0.056361,-0.447776,0.936287532,2
2,14,74,-0.879558,0.222563,-0.516151,1.043823941,3
4,14,74,-1.155965,0.493006,-0.623827,1.403021783,0
6,14,74,-1.642959,0.760409,-1.851937,2.589827557,1
8,14,74,-2.763905,0.348345,-2.945647,4.054300351,2
10,14,74,-4.776123,-1.05006,-4.617872,6.725973441,3
12,14,74,0,0,0,0,0
14,14,74,0,0,0,0,1
16,14,74,0,0,0,0,2
18,14,74,0,2.49095,-0.601096,2.562449669,3
20,14,74,4.773987,-0.171341,-3.328237,5.82215348,0
22,14,74,2.763107,0.767989,-2.477291,3.789662003,1
24,14,74,1.642503,0.638717,-1.23895,2.154245254,2
26,14,74,1.155564,0.359157,-0.542977,1.326327988,3
28,14,74,0.879156,0.128522,-0.479338,1.009553414,0
0,16,74,-0.61897,0.106085,-0.449375,0.772214853,1
2,16,74,-0.702853,0.312796,-0.468194,0.900582755,2
4,16,74,-0.78267,0.649376,-0.923257,1.373559247,3
6,16,74,-1.52085,0.076951,-2.839663,3.222202994,0
8,16,74,-3.143262,-0.638346,-4.291216,5.357435616,1
10,16,74,-6.477775,-0.938624,-5.392403,8.480601045,2
12,16,74,-15.832587,24.648798,7.6391,30.2752358,3
14,16,74,0,0,0,0,0
16,16,74,0,0,0,0,1
18,16,74,15.837242,1.291945,-5.445472,16.79703907,2
20,16,74,6.476872,-0.721888,-4.688386,8.028197586,3
22,16,74,3.142402,-0.298399,-3.60284,4.790009223,0
24,16,74,1.520315,0.492177,-2.171459,2.696076796,1
26,16,74,0.782269,0.445902,-0.526391,1.043005689,2
28,16,74,0.702482,0.226618,-0.447392,0.86313167,3
0,18,74,-0.398397,0.123145,-0.419861,0.591750049,0
2,18,74,-0.461946,0.340106,-0.449411,0.728722475,1
4,18,74,-0.480833,0.566011,-0.567138,0.934459382,2
6,18,74,-1.231802,-0.789365,-2.664422,3.039667394,3
8,18,74,-2.558883,-1.153855,-4.450637,5.261884955,0
10,18,74,-5.006846,-0.099632,-5.502572,7.440210482,1
12,18,74,-9.179079,9.666296,-5.766661,14.52401972,2
14,18,74,0,0,17.734257,17.734257,3
16,18,74,0,0,0.791481,0.791481,0
18,18,74,9.180489,1.698754,-5.929151,11.05992654,1
20,18,74,5.006083,-0.714722,-5.283675,7.313611696,2
22,18,74,2.55819,-1.047335,-3.536565,4.488712363,3
24,18,74,1.231315,-0.40256,-1.697132,2.135052273,0
26,18,74,0.480495,0.452715,-0.477919,0.815004839,1
28,18,74,0.461591,0.2195,-0.429688,0.667741176,2
0,20,74,-0.267304,0.149273,-0.378529,0.486845007,3
2,20,74,-0.295548,0.278841,-0.409469,0.576858549,0
4,20,74,-0.362243,0.406487,-0.401436,0.676463254,1
6,20,74,-0.620394,-0.984481,-0.695604,1.355712536,2
8,20,74,-1.696934,-1.431985,-2.953356,3.69492594,3
10,20,74,-3.174542,-0.583164,-4.829372,5.808668615,0
12,20,74,-5.217487,2.480998,-6.473549,8.676655941,1
14,20,74,-2.821252,21.534826,-7.148008,22.86486851,2
16,20,74,2.825652,11.35782,-7.324711,13.8070915,3
18,20,74,5.216383,0.383689,-5.588895,7.654646705,0
20,20,74,3.173832,-1.360456,-3.930091,5.231602561,1
22,20,74,1.696424,-1.248577,-1.916144,2.847526425,2
24,20,74,0.620062,-0.417146,-0.350718,0.825524551,3
26,20,74,0.361947,0.350427,-0.400626,0.643665989,0
28,20,74,0.295211,0.201849,-0.392077,0.530675915,1
0,22,74,-0.195249,0.171165,-0.348172,0.434330946,2
2,22,74,-0.217483,0.239768,-0.364511,0.487499557,3
4,22,74,-0.248145,0.327082,-0.375789,0.556575196,0
6,22,74,-0.33106,0.111187,-0.306886,0.464911056,1
8,22,74,-0.865225,-0.982304,-0.237107,1.330321457,2
10,22,74,-1.714467,-1.114322,-1.0128,2.281857676,3
12,22,74,-2.544772,0.41151,-2.149135,3.356186267,0
14,22,74,-2.217221,4.385221,-3.030873,5.773423882,1
16,22,74,2.21838,2.016543,-2.629362,3.987630878,2
18,22,74,2.544744,-0.411017,-1.563804,3.014985896,3
20,22,74,1.714208,-1.251392,-0.335049,2.148662104,0
22,22,74,0.86495,-0.633178,-0.228324,1.095985735,1
24,22,74,0.330813,0.329836,-0.344613,0.580505941,2
26,22,74,0.247822,0.270704,-0.363871,0.516815735,3
28,22,74,0.217212,0.202827,-0.355413,0.463290671,0
0,24,74,-0.13547,0.183756,-0.318077,0.391524413,1
2,24,74,-0.159194,0.245051,-0.330978,0.441519149,2
4,24,74,-0.193815,0.294336,-0.337716,0.488108627,3
6,24,74,-0.25755,0.364295,-0.32943,0.554587211,0
8,24,74,-0.427941,0.532842,-0.300946,0.746741315,1
10,24,74,-0.602954,0.477309,-0.291642,0.822455144,2
12,24,74,-0.924949,0.964144,-0.364431,1.384887815,3
14,24,74,-0.615892,2.128846,-0.481264,2.267801421,0
16,24,74,0.61629,1.62899,-0.427573,1.793387982,1
18,24,74,0.92503,0.694064,-0.308138,1.196810079,2
20,24,74,0.602843,0.685765,-0.290947,0.958302392,3
22,24,74,0.427736,0.390286,-0.303769,0.653878317,0
24,24,74,0.257301,0.315915,-0.331338,0.525158035,1
26,24,74,0.193561,0.262041,-0.326118,0.46096019,2
28,24,74,0.158993,0.212281,-0.320983,0.416379734,3
0,26,74,-0.080143,0.204036,-0.287469,0.361513507,0
2,26,74,-0.100614,0.260724,-0.298791,0.409116417,1
4,26,74,-0.141202,0.322052,-0.306257,0.466314106,2
6,26,74,-0.189351,0.378939,-0.308241,0.523890333,3
8,26,74,-0.264607,0.514765,-0.302843,0.653233306,0
10,26,74,-0.36222,0.731743,-0.307467,0.872460373,1
12,26,74,-0.375661,1.092305,-0.328393,1.200871918,2
14,26,74,-0.178321,1.414093,-0.35033,1.467715402,3
16,26,74,0.178457,1.282069,-0.340627,1.338497133,0
18,26,74,0.37568,0.891637,-0.312908,1.016889089,1
20,26,74,0.362124,0.606674,-0.300988,0.767971946,2
22,26,74,0.264465,0.429382,-0.313041,0.59355312,3
24,26,74,0.189174,0.342935,-0.297334,0.491730337,0
26,26,74,0.141022,0.283616,-0.299862,0.436167925,1
28,26,74,0.10047,0.227312,-0.293028,0.384226984,2
0,28,74,-0.028897,0.224438,-0.26191,0.346127578,3
2,28,74,-0.049229,0.275083,-0.273627,0.391108535,0
4,28,74,-0.084968,0.336513,-0.280755,0.446412287,1
6,28,74,-0.115473,0.400461,-0.284418,0.504575688,2
8,28,74,-0.154831,0.482658,-0.286058,0.582031411,3
10,28,74,-0.182143,0.634224,-0.297899,0.723988929,0
12,28,74,-0.167386,0.812986,-0.31207,0.886764904,1
14,28,74,-0.071126,0.927349,-0.320756,0.983828993,2
16,28,74,0.071176,0.884991,-0.318077,0.943105546,3
18,28,74,0.167396,0.723819,-0.307967,0.804225739,0
20,28,74,0.182107,0.552578,-0.295789,0.652684103,1
22,28,74,0.15475,0.43917,-0.281627,0.544179767,2
24,28,74,0.115372,0.35882,-0.280892,0.470066811,3
26,28,74,0.084871,0.302313,-0.276905,0.418655724,0
28,28,74,0.049138,0.248656,-0.26833,0.369114262,1
0,0,76,-1.187678,0.622572,-0.467577,1.420141957,2
2,0,76,-1.162152,0.689979,-0.184019,1.364012934,3
4,0,76,-1.060012,0.740916,0.078254,1.295648736,0
6,0,76,-0.898561,0.772182,0.2851,1.218588906,1
8,0,76,-0.706725,0.782554,0.438277,1.141900923,2
10,0,76,-0.50582,0.795012,0.523057,1.077722867,3
12,0,76,-0.299994,0.813023,0.558469,1.030965772,0
14,0,76,-0.102806,0.820265,0.544688,0.989994324,1
16,0,76,0.10259,0.81808,0.547095,0.989491048,2
18,0,76,0.299781,0.808134,0.540016,1.017136417,3
20,0,76,0.505603,0.785563,0.48674,1.053403744,0
22,0,76,0.706511,0.776728,0.366554,1.112126798,1
24,0,76,0.898351,0.756207,0.186094,1.188913169,2
26,0,76,1.059804,0.716042,-0.049727,1.279989624,3
28,0,76,1.161953,0.655757,-0.329407,1.374285629,0
0,2,76,-1.124501,0.538798,-0.563766,1.3684436,1
2,2,76,-1.103906,0.595102,-0.285261,1.286129342,2
4,2,76,-1.022048,0.632171,-0.027993,1.20208398,3
6,2,76,-0.883953,0.644724,0.167341,1.106817488,0
8,2,76,-0.702996,0.642021,0.289809,0.995180183,1
10,2,76,-0.484997,0.659279,0.33441,0.884138529,2
12,2,76,-0.280678,0.682708,0.305359,0.798820676,3
14,2,76,-0.0861,0.71983,0.267706,0.77280977,0
16,2,76,0.08596,0.706085,0.27661,0.763189518,1
18,2,76,0.280532,0.669744,0.316418,0.792070438,2
20,2,76,0.484832,0.649738,0.313714,0.869274416,3
22,2,76,0.702814,0.64578,0.233482,0.982595121,0
24,2,76,0.883752,0.646603,0.076346,1.097698387,1
26,2,76,1.021844,0.618501,-0.151388,1.204004557,2
28,2,76,1.103701,0.570041,-0.426258,1.31331585,3
0,4,76,-1.075142,0.372176,-0.602147,1.287255338,0
2,4,76,-1.068576,0.408457,-0.315129,1.186590947,1
4,4,76,-1.029631,0.396079,-0.075141,1.105741715,2
6,4,76,-0.918845,0.352347,0.124676,0.991951938,3
8,4,76,-0.731213,0.310797,0.24957,0.832797942,0
10,4,76,-0.488354,0.294755,0.255187,0.624892426,1
12,4,76,-0.241617,0.325551,0.163008,0.436959765,2
14,4,76,-0.065116,0.348676,0.08645,0.36508718,3
16,4,76,0.06503,0.34232,0.109212,0.365156329,0
18,4,76,0.241526,0.314871,0.207353,0.447743031,1
20,4,76,0.488247,0.303927,0.257775,0.630241783,2
22,4,76,0.731067,0.335698,0.191735,0.826991182,3
24,4,76,0.918661,0.376725,0.027372,0.993281926,0
26,4,76,1.029404,0.410454,-0.189755,1.124345161,1
28,4,76,1.068351,0.394872,-0.456401,1.227028781,2
0,6,76,-1.045654,0.217401,-0.575545,1.213221962,3
2,6,76,-1.066992,0.226811,-0.309579,1.13391107,0
4,6,76,-1.078505,0.183231,-0.057449,1.095466577,1
6,6,76,-1.010534,0.089056,0.202645,1.034492597,2
8,6,76,-0.825739,-0.026573,0.390934,0.913991473,3
10,6,76,-0.528257,-0.099757,0.403515,0.672183957,0
12,6,76,-0.248309,-0.136522,0.216829,0.356805873,1
14,6,76,-0.0618,-0.153788,0.061721,0.176860032,2
16,6,76,0.061756,-0.144555,0.114268,0.194337663,3
18,6,76,0.248261,-0.113847,0.318318,0.419429389,0
20,6,76,0.528192,-0.059407,0.411035,0.671912012,1
22,6,76,0.825615,0.038344,0.29856,0.878776686,2
24,6,76,1.010351,0.149885,0.063821,1.023400106,3
26,6,76,1.078277,0.211897,-0.190836,1.115347482,0
28,6,76,1.066732,0.229266,-0.437594,1.175571592,1
0,8,76,-1.023624,0.094864,-0.508487,1.146893326,2
2,8,76,-1.070966,0.106975,-0.294048,1.115740136,3
4,8,76,-1.135018,0.064423,-0.020057,1.137021753,0
6,8,76,-1.168938,-0.077172,0.319383,1.214239295,1
8,8,76,-1.034156,-0.310037,0.670749,1.271025489,2
10,8,76,-0.736025,-0.57858,0.819781,1.244398853,3
12,8,76,-0.367145,-0.762841,0.563189,1.016810549,0
14,8,76,-0.079203,-0.811706,0.325813,0.878233373,1
16,8,76,0.079221,-0.799596,0.398248,0.896789384,2
18,8,76,0.367151,-0.679899,0.726434,1.060551207,3
20,8,76,0.735988,-0.432378,0.77958,1.156016456,0
22,8,76,1.034051,-0.169151,0.485096,1.154639191,1
24,8,76,1.16875,0.021467,0.13451,1.176660671,2
26,8,76,1.134766,0.098946,-0.186478,1.154234911,3
28,8,76,1.07068,0.106163,-0.398907,1.147498601,0
0,10,76,-0.975851,0.033068,-0.433058,1.068137584,1
2,10,76,-1.044611,0.078123,-0.291381,1.087298594,2
4,10,76,-1.181639,0.05924,-0.060435,1.184665562,3
6,10,76,-1.353762,-0.085968,0.298878,1.389024877,0
8,10,76,-1.38276,-0.405031,0.800405,1.648248614,1
10,10,76,-1.21086,-0.928046,1.274837,1.988129949,2
12,10,76,-0.717179,-1.421757,1.185705,1.98535514,3
14,10,76,-0.193026,-1.654366,1.223906,2.066913592,0
16,10,76,0.193186,-1.576186,1.173936,1.974793374,1
18,10,76,0.717325,-1.190511,1.3356,1.927614836,2
20,10,76,1.210849,-0.636394,1.052608,1.726017447,3
22,10,76,1.382627,-0.202349,0.523532,1.492209199,0
24,10,76,1.353557,0.01616,0.089549,1.356612222,1
26,10,76,1.181363,0.094126,-0.213079,1.204110004,2
28,10,76,1.044305,0.061714,-0.362696,1.107217205,3
0,12,76,-0.894727,0.043968,-0.384297,0.974758316,0
2,12,76,-0.982164,0.119767,-0.299775,1.033854587,1
4,12,76,-1.179758,0.15687,-0.177429,1.203294721,2
6,12,76,-1.467686,0.101387,0.089851,1.473924937,3
8,12,76,-1.812066,-0.234623,0.55733,1.910300466,0
10,12,76,-2.072369,-1.066262,1.325373,2.681089613,1
12,12,76,-1.752961,-2.393531,3.653093,4.706054758,2
14,12,76,-0.1683,-2.637293,2.675281,3.760421211,3
16,12,76,0.168676,-2.735795,3.959868,4.815971392,0
18,12,76,1.753459,-1.715935,2.128096,3.247744444,1
20,12,76,2.072288,-0.56782,0.887064,2.324581607,2
22,12,76,1.811823,0.001272,0.27674,1.832836389,3
24,12,76,1.467414,0.160192,-0.074469,1.478009119,0
26,12,76,1.179465,0.16131,-0.273942,1.221557539,1
28,12,76,0.981843,0.091173,-0.337763,1.042310912,2
0,14,76,-0.760262,0.078208,-0.383451,0.855072786,3
2,14,76,-0.874892,0.209492,-0.304437,0.949739331,0
4,14,76,-1.084617,0.324991,-0.306115,1.17291073,1
6,14,76,-1.485051,0.371462,-0.222222,1.546849413,2
8,14,76,-2.180312,0.154096,-0.033866,2.186013015,3
10,14,76,-3.412105,-0.922781,1.166742,3.722267078,0
12,14,76,-5.584873,-4.778243,11.625172,13.75380081,1
14,14,76,2.178652,-2.06446,0,3.001419602,2
