SchoolDist,HealthArea,Address,BldgClass,BldgArea,NumFloors,YearBuilt,XCoord,YCoord
2,6800,514 BROOME STREET,B1,2052,3,1930,983331,202931
2,6800,52 THOMPSON STREET,RM,32440,7,1900,983342,202988
2,6800,388 WEST BROADWAY,RM,16390,5,1920,983506,203060
2,6800,57 SULLIVAN STREET,C0,2898,3,1901,983108,203085
2,6800,59 SULLIVAN STREET,S1,2142,3,1900,983120,203103
2,6800,61 SULLIVAN STREET,S4,5474,5,1900,983141,203115
2,6800,63 SULLIVAN STREET,C1,9110,5,1989,983164,203128
2,6800,65 SULLIVAN STREET,C1,9110,5,1989,983176,203152
2,6800,67 SULLIVAN STREET,C1,9110,5,1900,983190,203173
2,6800,71 SULLIVAN STREET,C6,11628,6,1900,983203,203194
2,6800,73 SULLIVAN STREET,D9,32125,8,2014,983224,203226
2,6800,77 SULLIVAN STREET,C7,10013,5,1900,983244,203258
2,6800,79 SULLIVAN STREET,C7,13139,7,1900,983257,203278
2,6800,81 SULLIVAN STREET,S5,6297,4,1900,983271,203299
2,6800,83 SULLIVAN STREET,C0,3590,3,1901,983285,203321
2,6800,85 SULLIVAN STREET,C0,2520,3,1901,983298,203341
2,6800,200 SPRING STREET,C7,8750,5,1920,983281,203389
2,6800,196 SPRING STREET,C7,15839,6,1900,983341,203406
2,6800,192 SPRING STREET,C7,13343,6.5,1900,983366,203374
2,6800,190 SPRING STREET,B9,2239,4,1899,983366,203331
2,6800,188 SPRING STREET,B3,2239,4,1899,983398,203349
2,6800,182 SPRING STREET,K2,5380,2,1910,983452,203346
2,6800,79 THOMPSON STREET,C1,7051,6,1900,983425,203304
2,6800,75 THOMPSON STREET,C7,13416,6,1900,983387,203287
2,6800,73 THOMPSON STREET,C7,12141,6,1900,983373,203266
2,6800,71 THOMPSON STREET,C4,9760,5,1900,983357,203244
2,6800,69 THOMPSON STREET,C4,7810,5,1900,983344,203224
2,6800,67 THOMPSON STREET,C1,10482,6,1900,983332,203204
2,6800,63 THOMPSON STREET,C7,15360,6,1900,983301,203157
2,6800,59 THOMPSON STREET,C7,15918,6,1900,983280,203125
2,6800,57 THOMPSON STREET,C6,15138,6,1920,983259,203092
2,6800,65 THOMPSON STREET,RM,9337,6,1999,983318,203183
2,6800,55 SULLIVAN STREET,RM,62753,9,2009,983197,203042
2,6800,162 AVENUE OF THE AMER,K1,140,1,1900,983150,203481
2,6800,208 SPRING STREET,D0,16200,6,1900,983177,203508
2,6800,206 SPRING STREET,K4,12400,5,1915,983198,203485
2,6800,204 SPRING STREET,C7,13923,7,1900,983219,203471
2,6800,84 SULLIVAN STREET,RM,11695,7,2001,983241,203457
2,6800,10 SULLIVAN STREET,RM,0,16,0,983106,203268
2,6800,558 BROOME STREET,C7,14737,6,1925,982674,203239
2,6800,137 AVENUE OF THE AMER,W1,84619,5,1905,982853,203286
2,6800,550 BROOME STREET,C4,8470,5,1900,982797,203242
2,6800,552 BROOME STREET,C4,8470,5,1900,982772,203245
2,6800,556 BROOME STREET,O5,10350,5,1900,982721,203251
2,6800,151 AVENUE OF THE AMER,O6,182655,15,1928,982890,203546
2,6800,554 BROOME STREET,R1,12296,7,1910,982746,203248
2,6800,145 AVENUE OF THE AMER,RB,60725,8,1910,982879,203459
2,6800,246 SPRING STREET,RC,284451,42,2007,982751,203525
2,6800,79 CROSBY STREET,HB,48479,11,2007,984971,202682
2,6800,71 SPRING STREET,O5,56340,6,1912,984959,202565
2,6800,75 SPRING STREET,O6,54800,9,1900,984893,202604
2,6800,530 BROADWAY,O6,78033,11,1900,984684,202696
2,6800,536 BROADWAY,O6,91950,11,1901,984695,202765
2,6800,540 BROADWAY,O5,25050,5,1910,984783,202754
2,6800,546 BROADWAY,K4,96000,5,1900,984843,202807
2,6800,550 BROADWAY,O5,16125,5,1900,984805,202884
2,6800,552 BROADWAY,O5,67440,6,1900,984821,202939
2,6800,558 BROADWAY,K2,22916,2,1920,984953,202900
2,6800,560 BROADWAY,O5,122454,6,1900,984944,203001
2,6800,83 SPRING STREET,RM,12180,5,1900,984776,202671
2,6800,81 SPRING STREET,RM,45352,6,1884,984810,202651
2,6800,542 BROADWAY,RM,23942,6,1900,984757,202809
2,6800,92 PRINCE STREET,K1,6188,1,2001,984631,203198
2,6800,565 BROADWAY,D0,51180,9,1900,984764,203143
2,6800,561 BROADWAY,O9,114488,12,1904,984719,203108
2,6800,557 BROADWAY,O6,112500,10,1999,984665,203083
2,6800,549 BROADWAY,O6,215342,12,1900,984625,203021
2,6800,547 BROADWAY,D0,26058,6,1920,984591,202969
2,6800,545 BROADWAY,L8,29586,6,1900,984578,202948
2,6800,541 BROADWAY,D4,35735,5,1909,984548,202901
2,6800,537 BROADWAY,D2,37400,5,1900,984528,202869
2,6800,535 BROADWAY,L8,11875,5,1900,984555,202814
2,6800,529 BROADWAY,K2,44243,6,1940,984511,202796
2,6800,99 SPRING STREET,L8,9655,6,1900,984442,202855
2,6800,101 SPRING STREET,P7,14063,5,1900,984420,202869
2,6800,90 PRINCE STREET,RM,20755,8,1900,984659,203180
2,6800,543 BROADWAY,RM,50374,10,1903,984565,202927
2,6800,96 GREENE STREET,S4,10634,5,1900,984310,203091
2,6800,98 GREENE STREET,D2,11076,5,1900,984324,203113
2,6800,100 GREENE STREET,C8,11076,5,1920,984338,203134
2,6800,102 GREENE STREET,S2,7000,3,1910,984351,203155
2,6800,104 GREENE STREET,O6,192471,13,1910,984414,203183
2,6800,112 GREENE STREET,D4,21656,6,1900,984415,203254
2,6800,122 GREENE STREET,K9,5055,5,1900,984454,203362
2,6800,100 PRINCE STREET,D0,12699,5,1910,984509,203278
2,6800,96 PRINCE STREET,D0,14569,5,1900,984550,203269
2,6800,94 PRINCE STREET,K4,6230,5,1900,984588,203258
2,6800,135 MERCER STREET,K4,2800,5,1900,984567,203226
2,6800,133 MERCER STREET,D0,19155,8,1900,984532,203219
2,6800,121 MERCER STREET,D0,12452,5,1900,984452,203119
2,6800,119 MERCER STREET,L8,10812,5,1910,984438,203099
2,6800,117 MERCER STREET,L8,11499,5,1900,984425,203078
2,6800,105 MERCER STREET,A9,1875,3,1899,984378,202933
2,6800,107 SPRING STREET,K4,3739,3,1900,984357,202899
2,6800,109 SPRING STREET,D7,25250,5,1900,984342,202940
2,6800,113 SPRING STREET,O5,16298,5,1920,984298,202963
2,6800,119 SPRING STREET,D0,10875,5,1915,984239,203001
2,6800,127 MERCER STREET,RM,28121,6,1900,984499,203193
2,6800,114 GREENE STREET,RM,51338,6,1988,984453,203308
2,6800,90 GREENE STREET,RM,11200,5,1900,984217,203016
2,6800,115 SPRING STREET,RM,16520,5,1900,984266,202984
2,6800,92 GREENE STREET,RM,38310,7,2005,984316,203038
2,6800,115 MERCER STREET,RM,26691,7,1900,984404,203046
2,6800,111 MERCER STREET,RM,11020,7,1900,984384,203014
2,6800,100 WOOSTER STREET,D0,14922,5,1900,984083,203177
2,6800,108 WOOSTER STREET,D0,54300,6,1900,984148,203302
2,6800,120 WOOSTER STREET,O5,52526,6,1900,984229,203428
2,6800,128 WOOSTER STREET,S3,3863,5,1900,984233,203502
2,6800,120 PRINCE STREET,K4,3460,2,1900,984277,203473
2,6800,118 PRINCE STREET,K2,2480,2,1910,984304,203428
2,6800,116 PRINCE STREET,S9,5490,4,1900,984320,203418
2,6800,112 PRINCE STREET,C6,17040,6,1900,984344,203400
2,6800,110 PRINCE STREET,K1,2420,1,1920,984372,203384
2,6800,113 GREENE STREET,D0,11544,5,1900,984309,203362
2,6800,91 GREENE STREET,K1,3110,1,1999,984171,203125
2,6800,129 SPRING STREET,K2,5405,3.5,1900,984134,203067
2,6800,131 SPRING STREET,O9,28824,6,1915,984103,203086
2,6800,135 SPRING STREET,O9,28487,6,1915,984063,203114
2,6800,116 WOOSTER STREET,RM,23395,6,1907,984189,203365
2,6800,93 GREENE STREET,RM,46055,6,1900,984194,203181
2,6800,139 SPRING STREET,RM,37918,7,1909,984018,203143
2,6800,102 WOOSTER STREET,RM,38731,7,1900,984100,203228
2,6800,103 GREENE STREET,RM,43371,7,1879,984231,203240
2,6800,107 GREENE STREET,RM,39207,7,1879,984268,203297
2,6800,89 GREENE STREET,RM,14379,5,1886,984156,203054
2,6800,413 WEST BROADWAY,O5,28964,6,1900,983870,203331
2,6800,417 WEST BROADWAY,K1,3000,1,1950,983893,203362
2,6800,419 WEST BROADWAY,C6,13625,6,1900,983904,203384
2,6800,421 WEST BROADWAY,D0,13625,6,1900,983918,203405
2,6800,423 WEST BROADWAY,D7,20670,6,1910,983938,203437
2,6800,427 WEST BROADWAY,D4,22150,5,1920,983965,203479
2,6800,431 WEST BROADWAY,C6,11875,5,1920,983986,203511
2,6800,140 PRINCE STREET,D0,40000,6,1910,984023,203592
2,6800,130 PRINCE STREET,O5,62362,5,1925,984109,203537
2,6800,115 WOOSTER STREET,L8,67636,6,1900,984053,203461
2,6800,101 WOOSTER STREET,D4,30500,7,1900,983971,203296
2,6800,99 WOOSTER STREET,K2,5951,3,1910,983950,203265
2,6800,97 WOOSTER STREET,S5,11613,7,1900,983946,203237
2,6800,143 SPRING STREET,K2,5425,2,1900,983940,203180
2,6800,145 SPRING STREET,D2,15421,8,1910,983918,203195
2,6800,147 SPRING STREET,L8,8575,5,1900,983897,203208
2,6800,149 SPRING STREET,D2,18409,8,1900,983882,203232
2,6800,151 SPRING STREET,D2,10375,6,1900,983854,203235
2,6800,157 SPRING STREET,D0,11160,6,1900,983791,203277
2,6800,105 WOOSTER STREET,RM,55459,6,1920,984011,203361
2,6800,153 SPRING STREET,RC,37736,6,1910,983834,203273
2,6800,90 THOMPSON STREET,C7,20196,6,1900,983668,203463
2,6800,94 THOMPSON STREET,D4,40039,6,1900,983725,203487
2,6800,98 THOMPSON STREET,C7,19959,6,1900,983722,203548
2,6800,106 THOMPSON STREET,C1,4800,4,1900,983755,203625
2,6800,108 THOMPSON STREET,C4,4180,3,1900,983766,203642
2,6800,110 THOMPSON STREET,C6,12750,6,1900,983782,203666
2,6800,114 THOMPSON STREET,D1,9332,5,1920,983804,203698
2,6800,160 PRINCE STREET,C7,21157,6,1900,983832,203741
2,6800,156 PRINCE STREET,D9,15000,6,1900,983872,203692
2,6800,152 PRINCE STREET,C7,22637,6,1907,983911,203667
2,6800,430 WEST BROADWAY,K4,26929,3,1989,983842,203604
2,6800,424 WEST BROADWAY,K4,5250,3,1900,983800,203514
2,6800,422 WEST BROADWAY,S4,9200,5,1900,983786,203492
2,6800,412 WEST BROADWAY,K2,2200,3,1940,983738,203374
2,6800,165 SPRING STREET,D0,34276,6,1910,983694,203352
2,6800,171 SPRING STREET,S3,9212,4,1900,983657,203379
2,6800,173 SPRING STREET,E9,13816,4,1900,983625,203406
2,6800,177 SPRING STREET,C7,7545,5,1900,983587,203404
2,6800,426 WEST BROADWAY,RM,38499,6,1900,983778,203571
2,6800,414 WEST BROADWAY,RC,16830,4,1900,983739,203418
2,6800,97 SULLIVAN STREET,C7,5915,5,1900,983424,203575
2,6800,103 SULLIVAN STREET,C7,9450,5,1900,983478,203630
2,6800,105 SULLIVAN STREET,C7,9450,5,1900,983492,203652
2,6800,107 SULLIVAN STREET,C7,22517,6,1900,983512,203683
2,6800,111 SULLIVAN STREET,C5,9000,5,1900,983532,203715
2,6800,113 SULLIVAN STREET,C5,9385,5,1900,983545,203736
2,6800,115 SULLIVAN STREET,C4,5825,4,1900,983559,203758
2,6800,117 SULLIVAN STREET,C4,10210,6,1900,983572,203779
2,6800,119 SULLIVAN STREET,C7,10170,5,1900,983585,203800
2,6800,125 SULLIVAN STREET,C7,13380,7,1900,983614,203871
2,6800,129 SULLIVAN STREET,S5,3832,4,1900,983621,203904
2,6800,184 PRINCE STREET,S4,2459,4.5,1900,983653,203881
2,6800,180 PRINCE STREET,C7,11448,6,1900,983652,203833
2,6800,178 PRINCE STREET,S9,11165,5,1920,983674,203819
2,6800,115 THOMPSON STREET,C7,20034,6,1900,983729,203812
2,6800,113 THOMPSON STREET,S5,2850,3,1900,983707,203777
2,6800,111 THOMPSON STREET,C7,6875,5,1900,983695,203759
2,6800,109 THOMPSON STREET,C7,6865,5,1900,983671,203744
2,6800,107 THOMPSON STREET,C7,11070,6,1900,983658,203723
2,6800,105 THOMPSON STREET,C6,11070,6,1920,983644,203703
2,6800,101 THOMPSON STREET,C6,21360,6,1900,983624,203670
2,6800,85 THOMPSON STREET,Q2,825,1,1935,983534,203556
2,6800,187 SPRING STREET,C7,7584,6,1920,983472,203506
2,6800,189 SPRING STREET,S2,2973,3,1899,983444,203494
2,6800,191 SPRING STREET,S2,5719,6,1910,983440,203519
2,6800,193 SPRING STREET,S4,3678,3,1901,983418,203518
2,6800,195 SPRING STREET,C7,17494,6,1900,983389,203536
2,6800,123 SULLIVAN STREET,R1,10805,6,2000,983593,203835
2,6800,188 AVENUE OF THE AMER,C7,33930,6,1900,983335,203870
2,6800,194 AVENUE OF THE AMER,D0,32738,9,1925,983368,203923
2,6800,198 AVENUE OF THE AMER,S5,6744,3,1800,983389,203955
2,6800,200 AVENUE OF THE AMER,C2,6461,3,1900,983402,203976
2,6800,202 AVENUE OF THE AMER,D9,21740,6,1910,983423,204010
2,6800,198 PRINCE STREET,S4,4040,4,1900,983467,203966
2,6800,196 PRINCE STREET,S5,3420,3,1920,983484,203955
2,6800,190 PRINCE STREET,M4,10246,3,1955,983520,203933
2,6800,120 SULLIVAN STREET,C7,20732,6,1919,983469,203890
2,6800,118 SULLIVAN STREET,C6,7000,4,1920,983449,203860
2,6800,116 SULLIVAN STREET,B1,5446,4,1900,983436,203839
2,6800,114 SULLIVAN STREET,A4,3084,3,1899,983424,203819
2,6800,112 SULLIVAN STREET,D1,38880,6,1920,983396,203775
2,6800,104 SULLIVAN STREET,C1,18740,6,1910,983362,203721
2,6800,100 SULLIVAN STREET,D1,33750,6,1920,983327,203665
2,6800,203 SPRING STREET,C6,12662,6,1900,983307,203582
2,6800,207 SPRING STREET,O9,39658,6,1951,983247,203642
2,6800,180 AVENUE OF THE AMER,RM,65473,14,2013,983285,203779
2,6800,150 VARICK STREET,O6,214110,10,1926,982775,203783
2,6800,30 VANDAM STREET,O5,27286,6,1900,982870,203828
2,6800,26 VANDAM STREET,C1,9385,5,1900,982908,203823
2,6800,24 VANDAM STREET,Z9,225,1,0,983094,203799
2,6800,169 AVENUE OF THE AMER,C4,13500,6,1910,983127,203798
2,6800,161 AVENUE OF THE AMER,O6,283860,15,1904,983051,203737
2,6800,233 SPRING STREET,O6,313379,13,1926,982933,203747
2,6800,40 CHARLTON STREET,W3,49475,5,1900,982908,204093
2,6800,30 CHARLTON STREET,D1,44256,6,1920,983015,204079
2,6800,24 CHARLTON STREET,B1,1910,2.75,1899,983074,204071
2,6800,22 CHARLTON STREET,A5,2073,2.75,1899,983094,204069
2,6800,20 CHARLTON STREET,B2,3200,3.5,1900,983113,204066
2,6800,2 CHARLTON STREET,D4,172836,16,1966,983169,204020
2,6800,9 VANDAM STREET,A5,2188,2.75,1899,983115,203963
2,6800,11 VANDAM STREET,C0,4148,3,1899,983089,203967
2,6800,13 VANDAM STREET,B1,3276,3,1899,983064,203970
2,6800,15 VANDAM STREET,S2,7464,3,1920,983040,203973
2,6800,17 VANDAM STREET,B1,2750,3,1899,983016,203976
2,6800,19 VANDAM STREET,C0,3560,3,1900,982992,203979
2,6800,21 VANDAM STREET,C0,2640,2.5,1900,982967,203982
2,6800,23 VANDAM STREET,B1,2000,2.5,1899,982945,203985
2,6800,25 VANDAM STREET,S2,3000,2.75,1899,982925,203987
2,6800,27 VANDAM STREET,A4,2681,2.5,1900,982905,203990
2,6800,29 VANDAM STREET,B1,2200,2.75,1899,982886,203992
2,6800,160 VARICK STREET,RB,311477,12,1927,982803,204112
2,6800,595 BROADWAY,L8,30000,5,1900,984937,203506
2,6800,593 BROADWAY,O5,62536,5,1920,984914,203470
2,6800,589 BROADWAY,O5,23336,5,1900,984890,203433
2,6800,579 BROADWAY,L8,68800,5,1900,984840,203357
2,6800,577 BROADWAY,D7,21852,5,1900,984820,203327
2,6800,569 BROADWAY,O5,128000,6,1882,984786,203272
2,6800,583 BROADWAY,RM,122539,12,1915,984869,203398
2,6800,599 BROADWAY,RC,99287,12,1917,984971,203559
2,6800,597 BROADWAY,RM,40718,5,1900,984950,203527
2,6800,132 GREENE STREET,D0,61999,6,1885,984619,203571
2,6800,142 GREENE STREET,O5,24200,5,1900,984665,203638
2,6800,146 GREENE STREET,C6,12500,4,1900,984684,203672
2,6800,148 GREENE STREET,D0,26668,7,1900,984705,203704
2,6800,169 MERCER STREET,D4,16284,7,1920,984784,203637
2,6800,165 MERCER STREET,G1,26700,5,1870,984764,203605
2,6800,163 MERCER STREET,K4,5700,2,1920,984747,203571
2,6800,155 MERCER STREET,Z9,18120,3,1920,984700,203507
2,6800,153 MERCER STREET,S4,10825,5,1920,984681,203477
2,6800,149 MERCER STREET,S9,6250,3.5,1900,984654,203435
2,6800,93 PRINCE STREET,HB,67452,6,1900,984619,203382
2,6800,101 PRINCE STREET,D0,16450,7,1900,984566,203416
2,6800,103 PRINCE STREET,K2,28434,2,1920,984533,203456
2,6800,130 GREENE STREET,RM,11434,6,1910,984581,203513
2,6800,159 MERCER STREET,RM,15814,4,1920,984724,203544
2,6800,25 WEST HOUSTON STREET,RM,51881,9,2003,984778,203691
2,6800,134 WOOSTER STREET,K1,6037,1,1920,984358,203629
2,6800,138 WOOSTER STREET,L8,9925,5,1920,984375,203655
2,6800,140 WOOSTER STREET,K1,2500,1,1900,984388,203676
2,6800,142 WOOSTER STREET,D7,17845,5,1920,984407,203704
2,6800,146 WOOSTER STREET,K1,2500,1,1941,984437,203752
2,6800,152 WOOSTER STREET,D4,40500,6,1909,984477,203813
2,6800,141 GREENE STREET,O9,6859,3,1825,984577,203778
2,6800,139 GREENE STREET,A9,4475,2.5,1899,984563,203757
2,6800,137 GREENE STREET,D4,19309,6,1900,984547,203731
2,6800,133 GREENE STREET,D4,19687,6,1900,984527,203700
2,6800,127 GREENE STREET,S4,11268,5,1900,984482,203631
2,6800,125 GREENE STREET,D0,11015,5,1912,984469,203610
2,6800,113 PRINCE STREET,D4,49170,6,1895,984366,203544
2,6800,123 PRINCE STREET,D4,15000,6,1912,984313,203578
2,6800,125 PRINCE STREET,D9,14028,6,1910,984290,203593
2,6800,121 GREENE STREET,RM,27908,6,1900,984448,203579
2,6800,129 GREENE STREET,RM,23168,5,1920,984503,203663
2,6800,109 PRINCE STREET,RM,19622,5,1900,984429,203503
2,6800,143 GREENE STREET,RM,10380,5,1900,984590,203799
2,6800,160 WOOSTER STREET,RM,36976,8,2003,984538,203849
2,6800,451 WEST BROADWAY,D4,26200,6,1880,984142,203747
2,6800,459 WEST BROADWAY,D4,40180,6,1920,984185,203823
2,6800,463 WEST BROADWAY,K1,2250,1,1937,984213,203865
2,6800,465 WEST BROADWAY,D4,40130,6,1900,984240,203907
2,6800,471 WEST BROADWAY,C6,8514,4,1900,984267,203948
2,6800,473 WEST BROADWAY,L8,13369,5,1900,984281,203969
2,6800,475 WEST BROADWAY,C7,7750,5,1900,984295,203988
2,6800,479 WEST BROADWAY,K2,6250,2,1987,984366,203971
2,6800,155 WOOSTER STREET,L8,40500,8,1900,984374,203923
2,6800,147 WOOSTER STREET,C3,8962,4,1900,984314,203829
2,6800,141 WOOSTER STREET,D0,54600,8,1910,984287,203787
2,6800,135 WOOSTER STREET,D4,15524,6,1910,984232,203703
2,6800,127 PRINCE STREET,D0,32921,7,1900,984224,203642
2,6800,131 PRINCE STREET,D0,27445,7,1900,984174,203653
2,6800,137 PRINCE STREET,D0,28947,7,1900,984122,203686
2,6800,143 PRINCE STREET,D0,18214,7,1900,984078,203714
2,6800,139 WOOSTER STREET,RM,36270,10,2006,984221,203750
2,6800,149 WOOSTER STREET,RM,52461,8,1915,984341,203871
2,6800,163 PRINCE STREET,C6,20885,6,1920,983883,203857
2,6800,128 THOMPSON STREET,C7,15599,6,1910,983941,203901
2,6800,132 THOMPSON STREET,C7,24522,6,1900,983968,203943
2,6800,140 THOMPSON STREET,D0,86018,6,1903,984046,204017
2,6800,152 THOMPSON STREET,C5,20195,6,1900,984090,204135
2,6800,482 WEST BROADWAY,C7,9000,5,1900,984171,204098
2,6800,480 WEST BROADWAY,S3,5806,4,1900,984158,204077
2,6800,474 WEST BROADWAY,D0,51925,5,1900,984092,204068
2,6800,464 WEST BROADWAY,D0,8666,5,1900,984079,203953
2,6800,458 WEST BROADWAY,K4,8875,5,1900,984037,203889
2,6800,456 WEST BROADWAY,K2,3600,2,1910,984024,203869
2,6800,454 WEST BROADWAY,K2,3600,2,1910,984010,203848
2,6800,452 WEST BROADWAY,K2,1527,2,1910,984015,203818
2,6800,450 WEST BROADWAY,K1,6050,1,2000,983984,203815
2,6800,151 PRINCE STREET,K4,1890,3,1950,983988,203758
2,6800,153 PRINCE STREET,S3,2928,3,1900,983973,203768
2,6800,155 PRINCE STREET,K4,3272,3,1900,983957,203778
2,6800,157 PRINCE STREET,K4,3276,3,1900,983940,203789
2,6800,159 PRINCE STREET,C7,9634,5,1900,983935,203823
2,6800,161 PRINCE STREET,C7,9684,5,1900,983914,203837
2,6800,460 WEST BROADWAY,RM,15204,5.5,1900,984058,203921
2,6800,135 SULLIVAN STREET,C7,15008,6,1900,983732,204035
2,6800,137 SULLIVAN STREET,C7,15515,6,1915,983752,204067
2,6800,141 SULLIVAN STREET,C6,9392,5,1900,983769,204093
2,6800,143 SULLIVAN STREET,C6,9398,5,1900,983782,204114
2,6800,145 SULLIVAN STREET,C6,9398,5,1910,983795,204135
2,6800,147 SULLIVAN STREET,C6,9433,5,1920,983808,204156
2,6800,149 SULLIVAN STREET,C6,22513,6,1900,983828,204188
2,6800,155 SULLIVAN STREET,M1,30025,1,1900,983892,204223
2,6800,149 THOMPSON STREET,M9,12375,4,1900,983972,204170
2,6800,147 THOMPSON STREET,M3,5500,3,1952,983920,204144
2,6800,139 THOMPSON STREET,C7,9451,5,1900,983868,204058
2,6800,137 THOMPSON STREET,C7,9583,5,1900,983855,204037
2,6800,171 PRINCE STREET,M2,28497,3,1985,983800,203933
2,6800,179 PRINCE STREET,C7,10395,6,1900,983730,203956
2,6800,181 PRINCE STREET,C7,10680,6,1905,983709,203970
2,6800,183 PRINCE STREET,C7,21375,5,1900,983676,203991
2,6800,141 THOMPSON STREET,M1,11046,3,1952,983895,204101
2,6800,131 THOMPSON STREET,RM,23897,7,1950,983837,204008
2,6800,177 PRINCE STREET,RC,14250,6,1920,983750,203943
2,6800,38 MAC DOUGAL STREET,C7,8436,5,1900,983492,204161
2,6800,40 MAC DOUGAL STREET,C4,11759,6,1915,983515,204183
2,6800,44 MAC DOUGAL STREET,B3,2740,3,1899,983531,204209
2,6800,46 MAC DOUGAL STREET,S1,3000,3,1899,983542,204226
2,6800,48 MAC DOUGAL STREET,S2,4440,3,1899,983552,204243
2,6800,50 MAC DOUGAL STREET,C7,10392,6,1900,983576,204255
2,6800,52 MAC DOUGAL STREET,C4,9984,5,1900,983589,204276
2,6800,56 MAC DOUGAL STREET,C7,20901,6,1900,983623,204329
2,6800,60 MAC DOUGAL STREET,W2,19830,5,1909,983644,204374
2,6800,64 MAC DOUGAL STREET,C6,13786,6,1920,983662,204417
2,6800,156 SULLIVAN STREET,C7,15883,6,1910,983753,204328
2,6800,154 SULLIVAN STREET,M3,5581,4,1978,983729,204304
2,6800,150 SULLIVAN STREET,C6,20190,6,1900,983709,204272
2,6800,148 SULLIVAN STREET,C7,10606,5,1900,983690,204241
2,6800,146 SULLIVAN STREET,C7,10608,6,1900,983676,204220
2,6800,144 SULLIVAN STREET,C7,12887,7,1900,983663,204198
2,6800,142 SULLIVAN STREET,C7,16212,7,1910,983638,204185
2,6800,140 SULLIVAN STREET,D0,26526,3,1900,983613,204153
2,6800,134 SULLIVAN STREET,B1,4752,3,1900,983606,204087
2,6800,132 SULLIVAN STREET,C7,8200,4,1900,983600,204030
2,6800,193 PRINCE STREET,S2,5992,4,1899,983578,204044
2,6800,203 PRINCE STREET,S2,4224,3,1899,983472,204112
2,6800,34 MAC DOUGAL STREET,S1,5000,3,1899,983443,204117
2,6800,197 PRINCE STREET,R1,9108,6,1989,983543,204080
2,6800,199 PRINCE STREET,RM,16418,6,1900,983510,204096
2,6800,136 SULLIVAN STREET,R1,8528,7,1994,983610,204114
2,6800,195 PRINCE STREET,R2,6740,5,1920,983556,204058
2,6800,54 KING STREET,B2,4166,4,1899,982892,204361
2,6800,52 KING STREET,C6,4305,4,1900,982913,204359
2,6800,46 KING STREET,D4,43346,10,1959,982960,204353
2,6800,44 KING STREET,C6,3200,3,1920,983008,204347
2,6800,42 KING STREET,C6,4836,3,1920,983029,204345
2,6800,40 KING STREET,C3,3200,3,1900,983048,204342
2,6800,38 KING STREET,A4,2592,3,1920,983068,204340
2,6800,36 KING STREET,B1,3200,3,1901,983088,204337
2,6800,34 KING STREET,C3,4000,3,1900,983110,204335
2,6800,32 KING STREET,C2,3973,4,1900,983134,204332
2,6800,28 KING STREET,C4,11826,6,1920,983159,204329
2,6800,26 KING STREET,C4,11826,6,1920,983185,204325
2,6800,24 KING STREET,C4,11892,6,1920,983212,204322
2,6800,22 KING STREET,C4,11826,6,1920,983240,204319
2,6800,20 KING STREET,B1,2479,4,1899,983265,204316
2,6800,18 KING STREET,C7,11717,6,1920,983294,204327
2,6800,2 KING STREET,D4,33100,7,1963,983449,204304
2,6800,208 AVENUE OF THE AMER,D4,33204,6,1930,983401,204212
2,6800,9 CHARLTON STREET,C1,6905,3,1900,983248,204215
2,6800,11 CHARLTON STREET,D4,14700,5,1910,983204,204220
2,6800,15 CHARLTON STREET,C0,3864,3,1899,983166,204225
2,6800,19 CHARLTON STREET,C0,4140,3,1899,983120,204231
2,6800,21 CHARLTON STREET,C6,3081,3,1900,983097,204233
2,6800,25 CHARLTON STREET,B1,3045,4,1899,983073,204236
2,6800,27 CHARLTON STREET,C0,3400,3,1899,983050,204239
2,6800,29 CHARLTON STREET,B3,3952,3,1899,983030,204242
2,6800,31 CHARLTON STREET,B1,2880,3,1899,983010,204244
2,6800,33 CHARLTON STREET,C0,4285,3,1910,982990,204247
2,6800,35 CHARLTON STREET,B1,3200,4,1800,982971,204249
2,6800,37 CHARLTON STREET,A4,3972,3,1899,982948,204252
2,6800,39 CHARLTON STREET,B1,4176,3,1899,982923,204255
2,6800,41 CHARLTON STREET,C0,2700,4,1899,982900,204258
2,6800,43 CHARLTON STREET,C0,3560,3,1899,982879,204260
2,6800,180 VARICK STREET,O6,329116,17,1929,982826,204318
2,6800,17 CHARLTON STREET,R6,6125,3,1899,983143,204228
2,6800,200 VARICK STREET,O6,436629,12,1926,982942,204623
2,6800,205 WEST HOUSTON STREET,K4,4875,3,1900,983094,204622
2,6800,203 WEST HOUSTON STREET,A4,2380,3,1899,983114,204619
2,6800,201 WEST HOUSTON STREET,C0,2808,3,1899,983132,204617
2,6800,199 WEST HOUSTON STREET,B9,2660,3,1899,983152,204614
2,6800,197 WEST HOUSTON STREET,B1,3300,3,1899,983171,204612
2,6800,195 WEST HOUSTON STREET,O2,9250,4,1900,983191,204592
2,6800,185 WEST HOUSTON STREET,D4,47100,7,1962,983278,204591
2,6800,227 AVENUE OF THE AMER,Y1,9368,2,1974,983282,204528
2,6800,15 KING STREET,B9,3144,3,1899,983329,204451
2,6800,17 KING STREET,A9,3192,2.5,1900,983308,204462
2,6800,19 KING STREET,C0,2520,3,1899,983287,204465
2,6800,21 KING STREET,C0,4160,3,1826,983266,204468
2,6800,21 1/2 KING STREET,C2,4650,5,1900,983247,204470
2,6800,23 KING STREET,C4,7270,5,1920,983227,204473
